n_anchors,room,trial,origin,max_error_m,previous_best_error_m
3,hab_custom,475,aleatorio,14.095062885675476,inf
3,hab_custom,476,aleatorio,2.461741259017428,inf
3,hab_custom,477,aleatorio,2.767081184054538,inf
3,hab_custom,478,aleatorio,1.9133791165342704,inf
3,hab_custom,479,aleatorio,0.35228886884069893,inf
3,hab_custom,480,aleatorio,2.515564259985941,inf
3,hab_custom,481,aleatorio,2.792746615772413,inf
3,hab_custom,482,aleatorio,11.268127000494422,inf
3,hab_custom,483,aleatorio,4.431335512851512,inf
3,hab_custom,484,aleatorio,0.6493332990177911,inf
3,hab_custom,485,aleatorio,6.9488969000198235,inf
3,hab_custom,486,aleatorio,4.949122461569573,inf
3,hab_custom,487,aleatorio,3.9055522623284733,inf
3,hab_custom,488,aleatorio,2.955947269514423,inf
3,hab_custom,489,aleatorio,0.6852109609012597,inf
3,hab_custom,490,aleatorio,5.183545704999986,inf
3,hab_custom,491,aleatorio,1.4255169456128607,inf
3,hab_custom,492,aleatorio,3.5897547193204025,inf
3,hab_custom,493,aleatorio,2.050695109799853,inf
3,hab_custom,494,aleatorio,1.7406765803399447,inf
3,hab_custom,495,aleatorio,9.281237004276209,inf
3,hab_custom,496,aleatorio,3.746973951358944,inf
3,hab_custom,497,aleatorio,3.1699775122666773,inf
3,hab_custom,498,aleatorio,1.6593391881861665,inf
3,hab_custom,499,aleatorio,1.3121544697150813,inf
3,hab_custom,500,aleatorio,3.174009327597018,inf
3,hab_custom,501,aleatorio,1.1490512019665358,inf
